Dis No,Year,Seq,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,Disaster Subsubtype,Event Name,Entry Criteria,Country,ISO,Region,Continent,Location,Origin,Associated Dis,Associated Dis2,OFDA Response,Appeal,Declaration,Aid Contribution,Dis Mag Value,Dis Mag Scale,Latitude,Longitude,Local Time,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No Injured,No Affected,No Homeless,Total Affected,Reconstruction Costs ('000 US$),Insured Damages ('000 US$),Total Damages ('000 US$),CPI
2016-0112-PAK,2016,0112,Natural,Hydrological,Flood,Flash flood,,,Kill,Pakistan,PAK,Southern Asia,Asia,"Kohistan, Shangla districts (Khyber Pakhtunkhwa province), Gilgit-Balistan (40409), Azad Kashmir (40408) provinces",Heavy rains,"Slide (land, mud, snow, rock)",,,,,,111748,Km2,330.545,717.79,,Swat river,2016,4,2,2016,4,8,92,77,,,77,,,,93.87843648
2016-0375-PAK,2016,0375,Natural,Hydrological,Flood,Flash flood,,,Kill,Pakistan,PAK,Southern Asia,Asia,"Balochistan, Sindh provinces",Heavy rain,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2016,8,5,2016,8,8,32,,,2900,2900,,,,93.87843648
2016-0270-PAK,2016,0270,Natural,Hydrological,Flood,,,,Kill,Pakistan,PAK,Southern Asia,Asia,Khyber Agency district (Federally Administered Tribal Areas province),,Transport accident,,,,,,,Km2,,,,,2016,7,30,2016,7,30,26,3,,,3,,,,93.87843648
2016-0239-IND,2016,0239,Natural,Hydrological,Flood,Flash flood,,,Kill,India,IND,Southern Asia,Asia,"Chamoli, Pithoragahr districts (Uttarakhand province), Assam, Arunachal Pradesh provinces",Torrential rains,,,,,,,135742,Km2,27.068,93.95,,Alaknanda and Mandakini rivers,2016,6,25,2016,7,1,61,,,,,,,100000,93.87843648
2016-0267-IND,2016,0267,Natural,Hydrological,Flood,Flash flood,,,Kill,India,IND,Southern Asia,Asia,"Lakhimpur, Golaghat, Jorhat, Barpeta, Bongaigaon, Goalpara, Dhubri, Marigaon, Darrang, Nalbari districts (Assam province)",Monsoonal rain,,,,,,,,Km2,,,,"Brahmaputra, Barak Rivers",2016,7,28,2016,7,30,50,,,2000000,2000000,,,150000,93.87843648
2016-0271-IND,2016,0271,Natural,Hydrological,Flood,,,,Kill,India,IND,Southern Asia,Asia,"Biha, Uttar Pradeshr province (Varanasi, Allahabad, Ghazipur, Ballia, Banda, Jalaun, Ghaziabad, Patna, Bhagalpur, Vaishali, Buxar, Bhojpur, Sonepur, Saran, Begusarai, Samastipur, Lakhisarai, Khagaria, Munger, Nalanda, Katihar, Purnea, Katihar, Supual, Kisanganj, Madhepura, Gopalganj, Saharsa, Araria, East Champaran, Muzafferpur, Kishanganj, Purnea, Araria, Supaul, Bhagalpur, Darbhanga)",Monsoonal rains,,,,,,,,Km2,,,,,2016,7,15,2016,9,12,254,,1600000,,1600000,,,350000,93.87843648
2016-0276-IND,2016,0276,Natural,Hydrological,Flood,,,,Kill,India,IND,Southern Asia,Asia,"Bhopal, Hoshangabad, Rewa, Sagar, Shajapur, Jabalpur, Satna, Harda, Panna, Vidisha, Raisen, Mandla, Tikamgarh, Seoni, Damoh, Sehore, Agar-Malwa districts (Madhya Pradesh province)",Monsoonal rains,,,,,,,,Km2,,,,,2016,7,9,2016,8,22,184,,100000,,100000,,,160000,93.87843648
2016-0304-IND,2016,0304,Natural,Hydrological,Flood,,,,Kill,India,IND,Southern Asia,Asia,"Maharashtra (Nashik, Raigad (Mahad), Thane (Bhiwandi), Ratnagiri, Pune, Satara, Kolhapur), Gujarat (Valsad, Chhota Udepur (Vadodara), Navsari and Surat)",Monsoonal rains,,,,,,,,Km2,,,,Savitri,2016,8,1,2016,8,3,37,,3000,,3000,,,,93.87843648
2016-0391-IND,2016,0391,Natural,Hydrological,Flood,,,,Kill,India,IND,Southern Asia,Asia,"Andhra Pradesh province, Telangana",Monsoonal rains,,,,,,,137435,Km2,17.654,80.34,,,2016,9,21,2016,9,29,28,,3000,,3000,,44000,589000,93.87843648
2016-0275-NPL,2016,0275,Natural,Hydrological,Flood,,,,Kill,Nepal,NPL,Southern Asia,Asia,"Rapti, Kerauja VDC, Gorkha, Lamjung (Gandaki); Malikarjun, Kakada, Sarmoli, Uku (Mahakali), Dolakha (Janakpur), Dhading, Nuwakot, Bhagawati, Kavre, Rasuwa (Bagmati)",Heavy rains,,,,,,,,Km2,,,,"Adhikhola, Jyagdikhola, Kaligandagi",2016,6,29,2016,7,5,25,23,10000,,10023,,,,93.87843648
2016-0240-PAK,2016,0240,Natural,Hydrological,Flood,Flash flood,,,Kill,Pakistan,PAK,Southern Asia,Asia,"Ursoon, Drosh village (Chitral district, Khyber Pakhtunkhwa province)",Heavy rain,,,,,,,31431,Km2,361.038,727.93,,,2016,7,3,2016,7,6,46,,235,175,410,,,,93.87843648
2016-0387-PAK,2016,0387,Natural,Hydrological,Flood,,,,Kill,Pakistan,PAK,Southern Asia,Asia,Karachi district (Sindh province),Heavy rains,,,,,,,,Km2,,,,,2016,8,27,2016,8,28,10,,,,,,,,93.87843648
2017-0288-AFG,2017,0288,Natural,Hydrological,Flood,,,,Kill,Afghanistan,AFG,Southern Asia,Asia,"Badakhshan (Nusay, Shekay, Kuf Ab districts), Kabul (Kabul, Khak-i-Jabbar, Sarobi districts), Nangarhar provinces (Rodat, Kulma districts)",,,,,,,,,Km2,,,,,2017,7,17,2017,7,17,36,22,500,1300,1822,,,,95.87816577
2017-0138-BGD,2017,0138,Natural,Hydrological,Flood,Riverine flood,,,Affected,Bangladesh,BGD,Southern Asia,Asia,"Netrokona, Kishoreganj, Itna (Kishoreganj), Mithamoin (Kishoreganj), Austagram (Kishoreganj), Habiganj, Karimganj (Kishoreganj), Sunamganj, Moulvibazar, Sylhet",Heavy rains,,,,,,,,Km2,,,,"Dhaleshwari, Dhanu, Khowai, Kushiyara, Meghna",2017,3,28,2017,4,15,,,76725,9300,86025,,,128000,95.87816577
2017-0342-BGD,2017,0342,Natural,Hydrological,Flood,,,,Kill,Bangladesh,BGD,Southern Asia,Asia,"Dinajpur, Kurigram, Lalmonirhat, Nilphamari, Chapainawabganj, Moulvibazar, Jessore, Sylhet, Gaibandha, Sunamganj, Mymensingh, Thakurgaon, Jamalpur, Joypurhat, Naogaon, Panchagarh, Bogra, Tangail, Rangamati, Comilla, Dhaka, Faridpur, Madaripur, Brahamanbaria, Munshiganj, Natore, Sirajganj, Rangpur, Sherpur, Netrakona, Chandpur, Rajshahi",Late monsoon rains,,,,,,,,Km2,,,,"Brahmaputra-Jamuna, Meghna, Surma, Bhersa, Dahuk, Dharla, Dudhkumar, Ilish, Karotao, Mahananda, Maine, Punurvaba, Teesta, Tetulia river",2017,8,10,2017,8,31,144,,8000000,,8000000,,,500000,95.87816577
2018-0203-BGD,2018,0203,Natural,Hydrological,Flood,,,,Kill,Bangladesh,BGD,Southern Asia,Asia,"Cox’s Bazar,Rangamati",,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2018,6,5,2018,6,14,14,,,,,,,,98.21999062
2018-0350-AFG,2018,0350,Natural,Hydrological,Flood,Flash flood,,,Kill,Afghanistan,AFG,Southern Asia,Asia,Ghazi-Abad district (Kunar province),,,,,,,,,Km2,,,,,2018,8,24,2018,8,24,11,,,,,,,,98.21999062
2018-0156-AFG,2018,0156,Natural,Hydrological,Flood,,,,Kill,Afghanistan,AFG,Southern Asia,Asia,,Torrential Rain,,,,,,,184397,Km2,34.94,68.216,,,2018,5,9,2018,5,22,72,,4000,,4000,,,,98.21999062
2018-0212-AFG,2018,0212,Natural,Hydrological,Flood,,,,Kill,Afghanistan,AFG,Southern Asia,Asia,,,,,,,,,,Km2,,,,,2018,5,7,2018,5,15,18,,,,,,,,98.21999062
2018-0158-BGD,2018,0158,Natural,Hydrological,Flood,,,,Kill,Bangladesh,BGD,Southern Asia,Asia,,Torrential Rain,,,,,,,3882,Km2,23.226,92.13,,,2018,5,20,2018,5,22,21,,14000,,14000,,,,98.21999062
2019-0050-AFG,2019,0050,Natural,Hydrological,Flood,Flash flood,,,Kill,Afghanistan,AFG,Southern Asia,Asia,Kohistan district (Badakhshan province),,Industrial accidents,"Slide (land, mud, snow, rock)",,,,,,Km2,,,,,2019,1,6,2019,1,6,30,,,,,,,,100
2019-0337-BGD,2019,0337,Natural,Hydrological,Flood,,,,Kill,Bangladesh,BGD,Southern Asia,Asia,"Kurigram, Gaibandha, Lalmonirhat, Chattogram, Bandarban, Rangamati, Sylhet, Sunamganj, Bogura, Nilphamari, Khagrachari, Cox’s Bazar, Feni, Netrokona, Sirajganj, Jamalpur, Tangail, Moulavibazar, Habiganj, Sherpur, Brahmanbaria, Chandpur, Faridpur, Madaripur, Manikganj, Munshiganj, Rajbari, Shariatpur districts",Monsoon rains,"Slide (land, mud, snow, rock)",Lightening,,,,,,Km2,,,,"Brahmapoutre, Jamuna and Tista rivers",2019,7,7,2019,7,28,114,,7600000,,7600000,,,75000,100
2019-0216-AFG,2019,0216,Natural,Hydrological,Flood,Flash flood,,,Affected,Afghanistan,AFG,Southern Asia,Asia,"Kishim, Argo, Shahri Buzurg and Tishkan districts, Badakhshan province.",Heavy rains,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2019,6,11,2019,6,11,3,,,,,,,,100
2019-0082-AFG,2019,0082,Natural,Hydrological,Flood,,,,Kill,Afghanistan,AFG,Southern Asia,Asia,"Zheri, Dand,Damand, Arghandab, Spinboldak,Takhtapu, Panjwai, Boldack, Shah Wali Kot Districts (Kandahar province); Shandand district (Herat province); Ab Kamari; Bala Murghab, Jawand, Qala-e-Naw distrits (Farah province); Zaazi Aryoub district Marikhil village and Wazi Zadran district (Paktia province); Mandozai, Bak, Ali Shir, Sabri districts and Khost City (Khost province); Sayed Abaad, Daimir daad, Jalriz districts (Wardak province); Kunar, Zabul, Nimroz, provinces Chaparhaar District, Guldara Dowlatzai Village, Surkh Rood District, Bakhtaan Village, Angoor Bagh area of Jalal Abaad, Haska Mina district Dowlatkhil Village (Nangarhar province); Hilmand, Laghman provinces",,"Slide (land, mud, snow, rock)",,,,,,441236,Km2,31.991,67.078,,,2019,3,2,2019,3,,63,,122600,6500,129100,,,,100
2019-0255-AFG,2019,0255,Natural,Hydrological,Flood,Flash flood,,,Kill,Afghanistan,AFG,Southern Asia,Asia,"Kabul, Parwan, Ghour, Herat, Bamyan, Ghazni",Heavy rains,,,,,,,133360,Km2,34.668,67.894,,,2019,5,22,2019,5,27,24,11,550,,561,,,,100
2019-0125-AFG,2019,0125,Natural,Hydrological,Flood,,,,Kill,Afghanistan,AFG,Southern Asia,Asia,"Herat, Ghoryan, Koh Zor, Rubat Sangi , Zinda Jan Districts, (Herat Province); Faryab, Balkh, Badhis",Heavy rains,,,,,,,,Km2,,,,,2019,3,18,2019,3,26,35,,,,,,,,100
2019-0143-AFG,2019,0143,Natural,Hydrological,Flood,,,,Kill,Afghanistan,AFG,Southern Asia,Asia,"Obey, Kohsan, Karrokh, Shindand, Guzara districts (Herat)",,,,,,,,,Km2,,,,,2019,3,30,2019,4,15,16,6,,1275,1281,,,,100
2016-0553-PAK,2016,0553,Natural,Hydrological,Flood,Riverine flood,,,Kill,Pakistan,PAK,Southern Asia,Asia,"Azad Jammu and Kashmir, Punjab, Federally Administered Tribal Areas (Orakzai), Khyber Pakhtunkhwa, Balochistan, Gilgit-Baltistan",,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2016,3,9,2016,3,29,141,127,,4285,4412,,,2000,93.87843648
2016-0554-PAK,2016,0554,Natural,Hydrological,Flood,,,,Kill,Pakistan,PAK,Southern Asia,Asia,"Karachi, Hyderabad, Tando Allahyar, Mirpur Khas (Sindh), Balochistan state",,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2016,8,6,2016,8,7,22,60,2900,,2960,,,,93.87843648
2016-0554-IND,2016,0554,Natural,Hydrological,Flood,,,,Kill,India,IND,Southern Asia,Asia,"Jorhat, Golaghat (Assam State)",,,,,,,,,Km2,,,,,2016,7,17,2016,7,19,34,,,,,,,,93.87843648
2017-0096-IRN,2017,0096,Natural,Hydrological,Flood,Flash flood,,,Kill,Iran (Islamic Republic of),IRN,Southern Asia,Asia,"Azerbaijane-Gharbi (west), Azerbaijane-Sharghi (east), Kordestan, Zanjan, Mazandaran, Ardebil",Torrential rains,"Slide (land, mud, snow, rock)",,,,,,40808,Km2,37.704,46.169,,,2017,4,15,2017,4,16,42,,,,,,,353000,95.87816577
2017-0153-LKA,2017,0153,Natural,Hydrological,Flood,,,,Kill,Sri Lanka,LKA,Southern Asia,Asia,"Ratnapura, Matara, Kalutara, Galle, Gampaha, Colombo, Sabaragamuwa, Hambantota",Monsoonal rain,"Slide (land, mud, snow, rock)",,,Yes,Yes,,,Km2,,,,Kalu river,2017,5,25,2017,5,31,293,154,879778,,879932,,33000,389000,95.87816577
2017-0321-NPL,2017,0321,Natural,Hydrological,Flood,,,,Kill,Nepal,NPL,Southern Asia,Asia,"Kaski, Syangja (Gandaki), Mugu (Karnali), Sindhuli, Dudhauli (Janakpur), Saptari, Tilathi (Sagarmatha) districts, Parbat district (Daulagiri), Myanglung,Terhathum district (Koshi), Pyuthan district (Rapti)",Torrential rains,"Slide (land, mud, snow, rock)",,,,,,,Km2,27.295,86.427,,,2017,6,30,2017,7,3,11,,6000,,6000,,,,95.87816577
2017-0342-NPL,2017,0342,Natural,Hydrological,Flood,,,,Kill,Nepal,NPL,Southern Asia,Asia,"Lalitpur, Palpa, Jhapa, Morang, Sunsari, Saptari, Bardia, Dang,Banke, Sirha, Sarlai, Bara, Sindhuli, Panchhthar, Rasuwa, Rupendehi, Baglung, Nawalparasi, Kailali, Kalikot, Doti, Dhading, Ramechhap, Syangia, Parbat, Pyuthan, Kaski, Terathum, Dolakha districts",Torrential rains,"Slide (land, mud, snow, rock)",,,,,,64677,Km2,27.941,83.878,,,2017,8,10,2017,9,7,176,134,1700000,,1700134,,,595000,95.87816577
2017-0243-PAK,2017,0243,Natural,Hydrological,Flood,Flash flood,,,Kill,Pakistan,PAK,Southern Asia,Asia,"Tehsil Hub, Jangi village, Lasbela district, Dera Bugti district, Chagai, Kalat, Bolan, Kholu districts (Balouchistan province), Sindh (Karachi), Jhang, Rawalpindi (Punjab), Azad Jammu & Kashmir, Shareeb Khana (Bajaur) in the Federally Administered Tribal Areas, Chitral (Khyber Pakhtunkhwa)",Torrential rains,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2017,6,26,2017,9,11,167,167,2200,,2367,,,110000,95.87816577
2017-0364-IND,2017,0364,Natural,Hydrological,Flood,Flash flood,,,Kill,India,IND,Southern Asia,Asia,"Mumbai (Dadar, Khar, Bandra, Lalbaug, Kalina, Sion, Byculla, Matunga, Wadala, Parel, Khar-Danda, Pali Hill, Carter Road, Bandra, Ghatkopar, Bhandup, Mulund, and Santacruz), Thane (Maharashtra)",Torrential rains,,,,,,,,Km2,,,,,2017,8,29,2017,8,29,14,12,,,12,,78000,300000,95.87816577
2017-0495-IND,2017,0495,Natural,Hydrological,Flood,Flash flood,,,Kill,India,IND,Southern Asia,Asia,Chenai (Tamil Nadu),Heavy rains,,,,,,,50536,Km2,10.489,79.004,,,2017,10,30,2017,11,8,21,,4000,,4000,,,,95.87816577
2017-0289-IND,2017,0289,Natural,Hydrological,Flood,Riverine flood,,,Kill,India,IND,Southern Asia,Asia,"Lakhimpur, Bangaigaon, Jorhat, Golaghat, Cachar, Dhemjai, Biswanath, Karimganj, Barpeta, Karbi Anglong, Sonitpur, Darrang, Hojai (Sub Division), Bhuragaon (Sub Division), Majuli, Nagaon, Nalbari, Sivasagar, Morigaon, Chirang, Dibrugarh, Dhubri, Kokrajhar, South Salmara, Charaideo, Goalpara districts (Assam)",Monsoon rainfall,,,,,,,,Km2,,,,Brahmaputra and Barak,2017,6,25,2017,7,24,75,,1735000,,1735000,,,,95.87816577
2017-0180-IND,2017,0180,Natural,Hydrological,Flood,,,,Affected,India,IND,Southern Asia,Asia,"Lakhimpur, Karimganj, Darrang districts (Assam), Nagaland, Manipur, Jharkhand",Long-term rainfall,,,,,,,,Km2,,,,,2017,6,4,2017,6,6,6,,100000,,100000,,,,95.87816577
2017-0257-IND,2017,0257,Natural,Hydrological,Flood,,,,Kill,India,IND,Southern Asia,Asia,Gujarat,Monsoon rains,,,,,,,,Km2,,,,,2017,6,1,2017,6,31,31,,,,,,,,95.87816577
2017-0290-IND,2017,0290,Natural,Hydrological,Flood,,,,Affected,India,IND,Southern Asia,Asia,"Imphal West, Imphal East, Thoubal, Bishnupur (Manipur)",,,,,,,,,Km2,,,,,2017,7,,2017,7,,,,12831,,12831,,,,95.87816577
2017-0294-IND,2017,0294,Natural,Hydrological,Flood,,,,Kill,India,IND,Southern Asia,Asia,"Banaskantha, Valsad, Navsari, Surat, Sabarkantha, Patan (Gujarat), Barmer, Jalore, Udaipur, Sirohi, Pali (Rajasthan), Kolkata (West Bengal)",Monsoon,,,,,,78000000,,Km2,,,,Banas river,2017,6,,2017,8,,284,,520000,,520000,,,250000,95.87816577
2017-0342-IND,2017,0342,Natural,Hydrological,Flood,,,,Kill,India,IND,Southern Asia,Asia,"Araria, Jogbani (Bihar); Uttar Pradesh, West Bengal",Monsoonal rain,,,,,,,,Km2,,,,,2017,8,11,2017,8,31,514,,17200000,,17200000,,,1567000,95.87816577
2017-0517-IND,2017,0517,Natural,Hydrological,Flood,,,,Kill,India,IND,Southern Asia,Asia,"Uttar Pradesh (Siddharthnagar, Balarampur, Bahraich, Shravasti, Maharajganj, Barabanki, Lakhimpur Kheri, Gorakhpur, Muzaffarnagar, Gonda, Basti, Mirzapur, Khiri, Deoria, Sitapur, Bijnore, Faizabad, Pilibhit, Farrukhabad, Mau, Kushinagar, Badaun, Ambedkar nagar, Azamgarh, Santkabir Nagar, Ghazipur, Balia)",,,,,,,,,Km2,,,,"West Rapti, Ghaghra, Rapti, Rohin, Budhi Rapti, Ghoghi",2017,8,16,2017,8,23,101,,2700000,,2700000,,,,95.87816577
2017-0472-IRN,2017,0472,Natural,Hydrological,Flood,Flash flood,,,Kill,Iran (Islamic Republic of),IRN,Southern Asia,Asia,"Golestan, Khorazan, Khorazan Razavi provinces; Ilam, Semnan",Extreme rainfall,,,,,,,,Km2,,,,,2017,8,10,2017,8,15,18,,2000,,2000,,,35000,95.87816577
2017-0493-LKA,2017,0493,Natural,Hydrological,Flood,,,,Affected,Sri Lanka,LKA,Southern Asia,Asia,"Telippalai, Pointpedro, Kopay, Maruthankrny, Chenkannai (Jaffna district, Northern province)",Heavy rains,,,,,,,22923,Km2,8.604,80.637,,,2017,11,3,2017,11,13,9,,13197,,13197,,,,95.87816577
2017-0045-PAK,2017,0045,Natural,Hydrological,Flood,,,,Kill,Pakistan,PAK,Southern Asia,Asia,"Turbat (Kech); Gwadar, Panjgur, Pishin, Ziarat, Qila Abdullah districts (Balochistan province)",Continuous rains and snowfalls,,,,,,,,Km2,,,,,2017,1,17,2017,1,22,13,650,60000,,60650,,,,95.87816577
2018-0295-IND,2018,0295,Natural,Hydrological,Flood,Flash flood,,,Kill,India,IND,Southern Asia,Asia,"Thrissur, Chengannur (Kerala state); West Bengal, Odisha, Assam, Nagaland, Uttar Pradesh, Himachal Pradesh, Maharashtra states",Monsoonal rains,"Slide (land, mud, snow, rock)",Broken Dam/Burst bank,,,,,,Km2,,,,,2018,8,7,2018,8,20,504,,23000000,220000,23220000,,,2852480,98.21999062
2018-0372-IND,2018,0372,Natural,Hydrological,Flood,,,,Kill,India,IND,Southern Asia,Asia,"Punjab, Haryana states",,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2018,9,23,2018,9,24,25,,,,,,,,98.21999062
2018-0383-IRN,2018,0383,Natural,Hydrological,Flood,Flash flood,,,Affected,Iran (Islamic Republic of),IRN,Southern Asia,Asia,"Gilan, Mazandaran, Golestan, North Khorasan, Isfahan, Yazd provinces",Torrential rains,"Slide (land, mud, snow, rock)",,,,,,340197,Km2,35.606,52.429,,,2018,10,5,2018,10,6,9,145,6990,,7135,,,166000,98.21999062
2018-0278-LKA,2018,0278,Natural,Hydrological,Flood,,,,Kill,Sri Lanka,LKA,Southern Asia,Asia,"Puttalam,Gampaha, Ratnapura, Colombo, Kurunegala, Kalutara,Kegalle districts",Monsoonal rains,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2018,5,19,2018,5,26,20,,153712,,153712,,,,98.21999062
2018-0384-LKA,2018,0384,Natural,Hydrological,Flood,,,,Affected,Sri Lanka,LKA,Southern Asia,Asia,"Kalutara, Galle, Rathnapura, Kegalle districts",Torrential rains,"Slide (land, mud, snow, rock)",,,,,,29246,Km2,6.806,80.637,,,2018,10,6,2018,10,12,12,,75000,,75000,,,,98.21999062
2018-0213-IND,2018,0213,Natural,Hydrological,Flood,Flash flood,,,Affected,India,IND,Southern Asia,Asia,Tripura state,Heavy rains,,,,,,,,Km2,,,,,2018,5,17,2018,5,20,15,24,11704,,11728,,,10000,98.21999062
2018-0205-IND,2018,0205,Natural,Hydrological,Flood,,,,Kill,India,IND,Southern Asia,Asia,"Assam, Maharashtra, Gujarat",Monsoonal rain,,,,,,,,Km2,,,,,2018,6,22,2018,7,3,52,,,,,,,,98.21999062
2018-0216-IND,2018,0216,Natural,Hydrological,Flood,,,,Affected,India,IND,Southern Asia,Asia,Dakshina Kannada and Udupi districts,Pre-monsoon rains,,,,,,,,Km2,,,,,2018,5,29,2018,5,31,12,,4945,,4945,,,2500,98.21999062
2018-0267-IND,2018,0267,Natural,Hydrological,Flood,,,,Kill,India,IND,Southern Asia,Asia,"Uttar Pradesh, Rajasthan",Monsoonal rain,,,,,,,,Km2,,,,,2018,7,26,2018,7,28,33,45,1500,,1545,,,,98.21999062
2018-0286-IND,2018,0286,Natural,Hydrological,Flood,,,,Kill,India,IND,Southern Asia,Asia,Odisha state,Heavy rains,,,,,,,,Km2,,,,,2018,7,20,2018,7,23,20,,41430,,41430,,,,98.21999062
2018-0345-IND,2018,0345,Natural,Hydrological,Flood,,,,Affected,India,IND,Southern Asia,Asia,"Biswanath, Udalguri, Golaghat, Sivassagar/Charaideo, Barpeta, Lakhimpu, Dhemaji, Darrang (Assam, West Bengal)",,,,,,,,,Km2,,,,,2018,8,2,2018,8,6,3,,25000,,25000,,,,98.21999062
2018-0370-IND,2018,0370,Natural,Hydrological,Flood,,,,Kill,India,IND,Southern Asia,Asia,Uttar Pradesh,,,,,,,,,Km2,,,,,2018,9,1,2018,10,6,46,,,3050,3050,,,,98.21999062
2018-0467-LKA,2018,0467,Natural,Hydrological,Flood,Flash flood,,,Affected,Sri Lanka,LKA,Southern Asia,Asia,"Mullaithvu,Kilinochchi, Mannar, Vavuniya, Jaffna districts",Heavy rains,,,,,,,,Km2,,,,,2018,12,22,2018,12,25,2,,75000,,75000,,,,98.21999062
2018-0219-NPL,2018,0219,Natural,Hydrological,Flood,Flash flood,,,Kill,Nepal,NPL,Southern Asia,Asia,"Runtigadhi (Rolpa district); Parsa, Kailali, Banke, Dang, Sarlahi, Sindhuli districts; Tanahu, Kathmandu",Monsoonal rain,,,,,,,85852,Km2,28.238,84.398,,,2018,7,1,2018,7,11,15,6,1400,,1406,,,,98.21999062
2018-0212-PAK,2018,0212,Natural,Hydrological,Flood,,,,Kill,Pakistan,PAK,Southern Asia,Asia,,Heavy rains,,,,,,,,Km2,,,,,2018,5,7,2018,5,15,60,,,,,,,,98.21999062
2019-0331-IND,2019,0331,Natural,Hydrological,Flood,,,,Affected,India,IND,Southern Asia,Asia,"Sitamarhi, Sheohar, East Champaran, Muzaffarpur, Madhubani, Darbhanga, Supaul, Araria, Sahersa , Katihar, Purnia, Kishanganj districts (Bihar); Dhemaji, Lakhimpur, Biswanath, Barpeta, Chirang, Golaghat Jorhat, Sonitpur, Darrang, Nalbari, Bongaigaon, Morigaon, Nagaon, Majuli, Baksa, Kokrajhar, Dhubri, South Salmara, Goalpara, Kamrup, Hojai, Sivsagar, Tinsukia, Cachar, KarbiAnglrng, West Karbi-Anglong, Hailakandi, Dibrugarh districts (Assam); Maharashtra, Kerala, Rajasthan, West Bengal, Karnataka, Uttarakand, Himachal Pradesh, Punjab, Uttar Pradesh, Odisha",Monsoon rain,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2019,7,14,2019,9,30,1900,,3000000,,3000000,,200000,10000000,100
2019-0499-IND,2019,0499,Natural,Hydrological,Flood,,,,Affected,India,IND,Southern Asia,Asia,"Belagavi, Gadag, Koppal districts (Karnataka); Kerala, Tamil Nadu states",Monsoon rain,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2019,10,19,2019,10,23,12,,27500,,27500,,,,100
2019-0125-IRN,2019,0125,Natural,Hydrological,Flood,,,,Kill,Iran (Islamic Republic of),IRN,Southern Asia,Asia,"Kermanshah, Golestan, Mazandaran, North Khorasan, Semnan, Fars, Kurdistan, Qom, Isfahan, Khuzestan, Chaharmahal, Bakhtiari, Kohkilouyen, Boyerahmad, Markazi, Lorestan, Hamadan, Sistan, Baluchestan, Gilan",Heavy rains,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2019,3,19,2019,4,10,70,1076,10000000,,10001076,,200000,2500000,100
2019-0452-LKA,2019,0452,Natural,Hydrological,Flood,Flash flood,,,Affected,Sri Lanka,LKA,Southern Asia,Asia,"Galle, Kalutara, Gampaha, Ratnapura, Kegalle, Matara, Colombo",,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2019,9,23,2019,9,27,1,,136607,,136607,,,,100
2019-0499-LKA,2019,0499,Natural,Hydrological,Flood,,,,Affected,Sri Lanka,LKA,Southern Asia,Asia,southern and western,Monsoon rain,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2019,10,24,2019,10,24,5,,8200,,8200,,,,100
